need_name,need_id,start_date,start_time,duration,slots
Adult Scrimmages - Non-Skating Officials,628861,2024-08-17,19:30,60,20
Adult Scrimmages - Skating Officials,607934,2024-08-17,19:30,60,20
Adult Scrimmages - Non-Skating Officials,628861,2024-08-24,19:30,60,20
Adult Scrimmages - Skating Officials,607934,2024-08-24,19:30,60,20
Adult Scrimmages - Non-Skating Officials,628861,2024-08-31,19:30,60,20
Adult Scrimmages - Skating Officials,607934,2024-08-31,19:30,60,20
